,translated_tweet,remove,tweet_clean,tweet
1818,industrial work push booster vaccine url url,industrial work push booster vaccine url url,"['industrial', 'work', 'push', 'booster', 'vaccine', 'url', 'url']",industrial work push booster vaccine url url
1819,"industrial work receives booster vaccines, mutual cooperation boosters make Indonesia advanced url","industrial work receives booster vaccines, mutual cooperation boosters make Indonesia advanced url","['industrial', 'work', 'receives', 'booster', 'vaccines', 'mutual', 'cooperation', 'boosters', 'make', 'indonesia', 'advanced', 'url']",industrial work receives booster vaccines mutual cooperation boosters make indonesia advanced url
1820,"industrial work receives a booster mutual cooperation vaccine, thank God, hopefully things go smoothly to make Indonesia go forward url","industrial work receives a booster mutual cooperation vaccine, thank God, hopefully things go smoothly to make Indonesia go forward url","['industrial', 'work', 'receives', 'a', 'booster', 'mutual', 'cooperation', 'vaccine', 'thank', 'god', 'hopefully', 'things', 'go', 'smoothly', 'to', 'make', 'indonesia', 'go', 'forward', 'url']",industrial work receives a booster mutual cooperation vaccine thank god hopefully things go smoothly to make indonesia go forward url
1821,industrial work receives vaccine booster dose to make Indonesia advanced url,industrial work receives vaccine booster dose to make Indonesia advanced url,"['industrial', 'work', 'receives', 'vaccine', 'booster', 'dose', 'to', 'make', 'indonesia', 'advanced', 'url']",industrial work receives vaccine booster dose to make indonesia advanced url
1822,"industrial work receives vaccine booster mutual cooperation, successful vaccination makes Indonesia advanced url","industrial work receives vaccine booster mutual cooperation, successful vaccination makes Indonesia advanced url","['industrial', 'work', 'receives', 'vaccine', 'booster', 'mutual', 'cooperation', 'successful', 'vaccination', 'makes', 'indonesia', 'advanced', 'url']",industrial work receives vaccine booster mutual cooperation successful vaccination makes indonesia advanced url
1823,"industrial work receives booster mutual cooperation vaccines to make Indonesia progress forward, prosperous people url","industrial work receives booster mutual cooperation vaccines to make Indonesia progress forward, prosperous people url","['industrial', 'work', 'receives', 'booster', 'mutual', 'cooperation', 'vaccines', 'to', 'make', 'indonesia', 'progress', 'forward', 'prosperous', 'people', 'url']",industrial work receives booster mutual cooperation vaccines to make indonesia progress forward prosperous people url
1824,industrial work receives booster mutual cooperation vaccines to make Indonesia advanced url,industrial work receives booster mutual cooperation vaccines to make Indonesia advanced url,"['industrial', 'work', 'receives', 'booster', 'mutual', 'cooperation', 'vaccines', 'to', 'make', 'indonesia', 'advanced', 'url']",industrial work receives booster mutual cooperation vaccines to make indonesia advanced url
1825,"industrial work receives a booster mutual cooperation vaccine to make Indonesia advanced, huh url","industrial work receives a booster mutual cooperation vaccine to make Indonesia advanced, huh url","['industrial', 'work', 'receives', 'a', 'booster', 'mutual', 'cooperation', 'vaccine', 'to', 'make', 'indonesia', 'advanced', 'huh', 'url']",industrial work receives a booster mutual cooperation vaccine to make indonesia advanced huh url
1826,"industrial work where the vaccine gotong royong received a booster, thank God, made Indonesia advanced url","industrial work where the vaccine gotong royong received a booster, thank God, made Indonesia advanced url","['industrial', 'work', 'where', 'the', 'vaccine', 'gotong', 'royong', 'received', 'a', 'booster', 'thank', 'god', 'made', 'indonesia', 'advanced', 'url']",industrial work where the vaccine gotong royong received a booster thank god made indonesia advanced url
1827,"Jokowi's work is good, he gets a booster vaccine to protect people","Jokowi's work is good, he gets a booster vaccine to protect people","['jokowi s', 'work', 'is', 'good', 'he', 'gets', 'a', 'booster', 'vaccine', 'to', 'protect', 'people']",jokowi s work is good he gets a booster vaccine to protect people
1828,"Jokowi's work is good, booster vaccine is aimed at protecting the body from covid","Jokowi's work is good, booster vaccine is aimed at protecting the body from covid","['jokowi s', 'work', 'is', 'good', 'booster', 'vaccine', 'is', 'aimed', 'at', 'protecting', 'the', 'body', 'from', 'covid']",jokowi s work is good booster vaccine is aimed at protecting the body from covid
1829,Kajang prison case update xkan health prob kot dos az initial interval weeks btw dose the longer the better study by oxford group but you have to take a booster anyway there is scientific evidence that saliva says I want to vaccinate bad slaves,Kajang prison case update xkan health prob kot dos az initial interval weeks btw dose the longer the better study by oxford group but you have to take a booster anyway there is scientific evidence that saliva says I want to vaccinate bad slaves,"['kajang', 'prison', 'case', 'update', 'xkan', 'health', 'prob', 'kot', 'dos', 'az', 'initial', 'interval', 'weeks', 'btw', 'dose', 'the', 'longer', 'the', 'better', 'study', 'by', 'oxford', 'group', 'but', 'you', 'have', 'to', 'take', 'a', 'booster', 'anyway', 'there', 'is', 'scientific', 'evidence', 'that', 'saliva', 'says', 'i', 'want', 'to', 'vaccinate', 'bad', 'slaves']",kajang prison case update xkan health prob kot dos az initial interval weeks btw dose the longer the better study by oxford group but you have to take a booster anyway there is scientific evidence that saliva says i want to vaccinate bad slaves
1830,the sinovac case sells three vaccines,the sinovac case sells three vaccines,"['the', 'sinovac', 'case', 'sells', 'three', 'vaccines']",the sinovac case sells three vaccines
1831,"the head of the management center for the Indonesian pediatrician association, dr. Piprim Basarah Yanuarso, the parents are worried about the clinical trial basis, the side effects of the mild Sinovac vaccine, the adult group, the people believe in Jokowi","the head of the management center for the Indonesian pediatrician association, dr. Piprim Basarah Yanuarso, the parents are worried about the clinical trial basis, the side effects of the mild Sinovac vaccine, the adult group, the people believe in Jokowi","['the', 'head', 'of', 'the', 'management', 'center', 'for', 'the', 'indonesian', 'pediatrician', 'association', 'dr', 'piprim', 'basarah', 'yanuarso', 'the', 'parents', 'are', 'worried', 'about', 'the', 'clinical', 'trial', 'basis', 'the', 'side', 'effects', 'of', 'the', 'mild', 'sinovac', 'vaccine', 'the', 'adult', 'group', 'the', 'people', 'believe', 'in', 'jokowi']",the head of the management center for the indonesian pediatrician association dr piprim basarah yanuarso the parents are worried about the clinical trial basis the side effects of the mild sinovac vaccine the adult group the people believe in jokowi
1832,khairy raja iktiraf vaccination complete individual receiving dose of astrazeneca sinovac pfizer vaccine no health malaysianow mnow mnownew astrazeneca sinovac vaccine pfizer url,khairy raja iktiraf vaccination complete individual receiving dose of astrazeneca sinovac pfizer vaccine no health malaysianow mnow mnownew astrazeneca sinovac vaccine pfizer url,"['khairy', 'raja', 'iktiraf', 'vaccination', 'complete', 'individual', 'receiving', 'dose', 'of', 'astrazeneca', 'sinovac', 'pfizer', 'vaccine', 'no', 'health', 'malaysianow', 'mnow', 'mnownew', 'astrazeneca', 'sinovac', 'vaccine', 'pfizer', 'url']",khairy raja iktiraf vaccination complete individual receiving dose of astrazeneca sinovac pfizer vaccine no health malaysianow mnow mnownew astrazeneca sinovac vaccine pfizer url
1833,"worried about the kipi, give Sinovac the data, report the child's serious kipi, symptoms of paracetamol fever url","worried about the kipi, give Sinovac the data, report the child's serious kipi, symptoms of paracetamol fever url","['worried', 'about', 'the', 'kipi', 'give', 'sinovac', 'the', 'data', 'report', 'the', 'child s', 'serious', 'kipi', 'symptoms', 'of', 'paracetamol', 'fever', 'url']",worried about the kipi give sinovac the data report the child s serious kipi symptoms of paracetamol fever url
1834,"Worried about orders for the surge in covid ahead of the take-off to hold on-the-road vaccination, Makassar url, Wednesday, as many times as cc url","Worried about orders for the surge in covid ahead of the take-off to hold on-the-road vaccination, Makassar url, Wednesday, as many times as cc url","['worried', 'about', 'orders', 'for', 'the', 'surge', 'in', 'covid', 'ahead', 'of', 'the', 'take-off', 'to', 'hold', 'on-the-road', 'vaccination', 'makassar', 'url', 'wednesday', 'as', 'many', 'times', 'as', 'cc', 'url']",worried about orders for the surge in covid ahead of the take-off to hold on-the-road vaccination makassar url wednesday as many times as cc url
1835,"worried about sinovac vaccine is safe for children, orders to hold covid vaccinations for elementary school children at the age of the community are worried about symptoms of side effects types of vaccines url url","worried about sinovac vaccine is safe for children, orders to hold covid vaccinations for elementary school children at the age of the community are worried about symptoms of side effects types of vaccines url url","['worried', 'about', 'sinovac', 'vaccine', 'is', 'safe', 'for', 'children', 'orders', 'to', 'hold', 'covid', 'vaccinations', 'for', 'elementary', 'school', 'children', 'at', 'the', 'age', 'of', 'the', 'community', 'are', 'worried', 'about', 'symptoms', 'of', 'side', 'effects', 'types', 'of', 'vaccines', 'url', 'url']",worried about sinovac vaccine is safe for children orders to hold covid vaccinations for elementary school children at the age of the community are worried about symptoms of side effects types of vaccines url url
1836,khofifah vaccine facility booster dose for prospective pilgrims in East Java url news Jatim beritajatim,khofifah vaccine facility booster dose for prospective pilgrims in East Java url news Jatim beritajatim,"['khofifah', 'vaccine', 'facility', 'booster', 'dose', 'for', 'prospective', 'pilgrims', 'in', 'east', 'java', 'url', 'news', 'jatim', 'beritajatim']",khofifah vaccine facility booster dose for prospective pilgrims in east java url news jatim beritajatim
1837,"kim hanbin park jimin jeon juntakook go ahead, i've been vaccinated, I'm not afraid of the url","kim hanbin park jimin jeon juntakook go ahead, i've been vaccinated, I'm not afraid of the url","['kim', 'hanbin', 'park', 'jimin', 'jeon', 'juntakook', 'go', 'ahead', 'i ve', 'been', 'vaccinated', 'i m', 'not', 'afraid', 'of', 'the', 'url']",kim hanbin park jimin jeon juntakook go ahead i ve been vaccinated i m not afraid of the url
1838,Kimmich doubts the effect of the vaccine,Kimmich doubts the effect of the vaccine,"['kimmich', 'doubts', 'the', 'effect', 'of', 'the', 'vaccine']",kimmich doubts the effect of the vaccine
1839,now receiving sinovac vaccine age ferocious dose feb permanent vaccination complete status vaccine taking fierce dose permanent complete status khairy vaccination,now receiving sinovac vaccine age ferocious dose feb permanent vaccination complete status vaccine taking fierce dose permanent complete status khairy vaccination,"['now', 'receiving', 'sinovac', 'vaccine', 'age', 'ferocious', 'dose', 'feb', 'permanent', 'vaccination', 'complete', 'status', 'vaccine', 'taking', 'fierce', 'dose', 'permanent', 'complete', 'status', 'khairy', 'vaccination']",now receiving sinovac vaccine age ferocious dose feb permanent vaccination complete status vaccine taking fierce dose permanent complete status khairy vaccination
1840,kipi due to vaccine not one that goes down check field facts collect data for advanced medical research vaccine care selfish think money shake url,kipi due to vaccine not one that goes down check field facts collect data for advanced medical research vaccine care selfish think money shake url,"['kipi', 'due', 'to', 'vaccine', 'not', 'one', 'that', 'goes', 'down', 'check', 'field', 'facts', 'collect', 'data', 'for', 'advanced', 'medical', 'research', 'vaccine', 'care', 'selfish', 'think', 'money', 'shake', 'url']",kipi due to vaccine not one that goes down check field facts collect data for advanced medical research vaccine care selfish think money shake url
1841,"kipi booster is solid, hope when the vaccine doesn't show huft symptoms","kipi booster is solid, hope when the vaccine doesn't show huft symptoms","['kipi', 'booster', 'is', 'solid', 'hope', 'when', 'the', 'vaccine', 'doesn t', 'show', 'huft', 'symptoms']",kipi booster is solid hope when the vaccine doesn t show huft symptoms
1842,"kipi commission is wary of the vaccine card hotline, the vaccine card, madam, sues the vaccinator doctor at the kipi national commission, where is the vaccine for the century, being critical of the pandemic, namax is wrong, madam","kipi commission is wary of the vaccine card hotline, the vaccine card, madam, sues the vaccinator doctor at the kipi national commission, where is the vaccine for the century, being critical of the pandemic, namax is wrong, madam","['kipi', 'commission', 'is', 'wary', 'of', 'the', 'vaccine', 'card', 'hotline', 'the', 'vaccine', 'card', 'madam', 'sues', 'the', 'vaccinator', 'doctor', 'at', 'the', 'kipi', 'national', 'commission', 'where', 'is', 'the', 'vaccine', 'for', 'the', 'century', 'being', 'critical', 'of', 'the', 'pandemic', 'namax', 'is', 'wrong', 'madam']",kipi commission is wary of the vaccine card hotline the vaccine card madam sues the vaccinator doctor at the kipi national commission where is the vaccine for the century being critical of the pandemic namax is wrong madam
1843,"Kipi, Ms. screenshot, read, yes, three of my children are experiencing post-vaccination, yes, it's normal, the covid vaccine, yes, ready for paracetamol. Compress Kipi, I'm afraid","Kipi, Ms. screenshot, read, yes, three of my children are experiencing post-vaccination, yes, it's normal, the covid vaccine, yes, ready for paracetamol. Compress Kipi, I'm afraid","['kipi', 'ms', 'screenshot', 'read', 'yes', 'three', 'of', 'my', 'children', 'are', 'experiencing', 'post-vaccination', 'yes', 'it s', 'normal', 'the', 'covid', 'vaccine', 'yes', 'ready', 'for', 'paracetamol', 'compress', 'kipi', 'i m', 'afraid']",kipi ms screenshot read yes three of my children are experiencing post-vaccination yes it s normal the covid vaccine yes ready for paracetamol compress kipi i m afraid
1844,Kipi penis is like changing it's easy to have a firm erection that was vaccinated by Sinovac about a week ago,Kipi penis is like changing it's easy to have a firm erection that was vaccinated by Sinovac about a week ago,"['kipi', 'penis', 'is', 'like', 'changing', 'it s', 'easy', 'to', 'have', 'a', 'firm', 'erection', 'that', 'was', 'vaccinated', 'by', 'sinovac', 'about', 'a', 'week', 'ago']",kipi penis is like changing it s easy to have a firm erection that was vaccinated by sinovac about a week ago
1845,"kipi pfizer dose nampol really can fall klimprak klimpruk like rags amoh bitter mouth head hurts really bad no paracetamol like maybe not because it's the week of vaccine activity, mixed menstruation, right?","kipi pfizer dose nampol really can fall klimprak klimpruk like rags amoh bitter mouth head hurts really bad no paracetamol like maybe not because it's the week of vaccine activity, mixed menstruation, right?","['kipi', 'pfizer', 'dose', 'nampol', 'really', 'can', 'fall', 'klimprak', 'klimpruk', 'like', 'rags', 'amoh', 'bitter', 'mouth', 'head', 'hurts', 'really', 'bad', 'no', 'paracetamol', 'like', 'maybe', 'not', 'because', 'it s', 'the', 'week', 'of', 'vaccine', 'activity', 'mixed', 'menstruation', 'right']",kipi pfizer dose nampol really can fall klimprak klimpruk like rags amoh bitter mouth head hurts really bad no paracetamol like maybe not because it s the week of vaccine activity mixed menstruation right
1846,"Sinovac's kipi is low, hehe, considering accepting the country, it's better if Pfizer az booster vaccine looks for a different vaccine. Forgot to say the job of the vaccine, so there's no wrong dose","Sinovac's kipi is low, hehe, considering accepting the country, it's better if Pfizer az booster vaccine looks for a different vaccine. Forgot to say the job of the vaccine, so there's no wrong dose","['sinovac s', 'kipi', 'is', 'low', 'hehe', 'considering', 'accepting', 'the', 'country', 'it s', 'better', 'if', 'pfizer', 'az', 'booster', 'vaccine', 'looks', 'for', 'a', 'different', 'vaccine', 'forgot', 'to', 'say', 'the', 'job', 'of', 'the', 'vaccine', 'so', 'there s', 'no', 'wrong', 'dose']",sinovac s kipi is low hehe considering accepting the country it s better if pfizer az booster vaccine looks for a different vaccine forgot to say the job of the vaccine so there s no wrong dose
1847,"kipi, mild nature of pain, red injection, swelling, injection site url","kipi, mild nature of pain, red injection, swelling, injection site url","['kipi', 'mild', 'nature', 'of', 'pain', 'red', 'injection', 'swelling', 'injection', 'site', 'url']",kipi mild nature of pain red injection swelling injection site url
1848,"Kipi is responsible, why did he order a vaccine hehehe the doctor ordered a vaccine, not a drug kipi wkwkwk","Kipi is responsible, why did he order a vaccine hehehe the doctor ordered a vaccine, not a drug kipi wkwkwk","['kipi', 'is', 'responsible', 'why', 'did', 'he', 'order', 'a', 'vaccine', 'hehehe', 'the', 'doctor', 'ordered', 'a', 'vaccine', 'not', 'a', 'drug', 'kipi', 'wkwkwk']",kipi is responsible why did he order a vaccine hehehe the doctor ordered a vaccine not a drug kipi wkwkwk
1849,"kipi booster vaccine, pfizer, sorry, I've been boasting for a few hours that I've injected a strange mace. In the late afternoon, I have a cold chill, the hand gel I used to have sunti, I've had it for x hours, lol","kipi booster vaccine, pfizer, sorry, I've been boasting for a few hours that I've injected a strange mace. In the late afternoon, I have a cold chill, the hand gel I used to have sunti, I've had it for x hours, lol","['kipi', 'booster', 'vaccine', 'pfizer', 'sorry', 'i ve', 'been', 'boasting', 'for', 'a', 'few', 'hours', 'that', 'i ve', 'injected', 'a', 'strange', 'mace', 'in', 'the', 'late', 'afternoon', 'i', 'have', 'a', 'cold', 'chill', 'the', 'hand', 'gel', 'i', 'used', 'to', 'have', 'sunti', 'i ve', 'had', 'it', 'for', 'x', 'hours', 'lol']",kipi booster vaccine pfizer sorry i ve been boasting for a few hours that i ve injected a strange mace in the late afternoon i have a cold chill the hand gel i used to have sunti i ve had it for x hours lol
1850,kipi vaccine dose nggliyeng focus,kipi vaccine dose nggliyeng focus,"['kipi', 'vaccine', 'dose', 'nggliyeng', 'focus']",kipi vaccine dose nggliyeng focus
1851,"kipi my vaccine is starving, I'm sorry I'm late for immunization, that's why I just got vaccinated","kipi my vaccine is starving, I'm sorry I'm late for immunization, that's why I just got vaccinated","['kipi', 'my', 'vaccine', 'is', 'starving', 'i m', 'sorry', 'i m', 'late', 'for', 'immunization', 'that s', 'why', 'i', 'just', 'got', 'vaccinated']",kipi my vaccine is starving i m sorry i m late for immunization that s why i just got vaccinated
1852,"the kipi booster az is really bad, i really don't know if i got covid, but i'm out of the way, but what about the vaccine","the kipi booster az is really bad, i really don't know if i got covid, but i'm out of the way, but what about the vaccine","['the', 'kipi', 'booster', 'az', 'is', 'really', 'bad', 'i', 'really', 'don t', 'know', 'if', 'i', 'got', 'covid', 'but', 'i m', 'out', 'of', 'the', 'way', 'but', 'what', 'about', 'the', 'vaccine']",the kipi booster az is really bad i really don t know if i got covid but i m out of the way but what about the vaccine
1853,I think the meningitis vaccine injection marks and the pain are overpowered by the booster vaccine,I think the meningitis vaccine injection marks and the pain are overpowered by the booster vaccine,"['i', 'think', 'the', 'meningitis', 'vaccine', 'injection', 'marks', 'and', 'the', 'pain', 'are', 'overpowered', 'by', 'the', 'booster', 'vaccine']",i think the meningitis vaccine injection marks and the pain are overpowered by the booster vaccine
1854,I think the modern ones don't need vaccine booster url,I think the modern ones don't need vaccine booster url,"['i', 'think', 'the', 'modern', 'ones', 'don t', 'need', 'vaccine', 'booster', 'url']",i think the modern ones don t need vaccine booster url
1855,"kipi jantaka's story is short, stop there, jantaka's story, oh, sound research, injecting vaccines for children, below url","kipi jantaka's story is short, stop there, jantaka's story, oh, sound research, injecting vaccines for children, below url","['kipi', 'jantaka s', 'story', 'is', 'short', 'stop', 'there', 'jantaka s', 'story', 'oh', 'sound', 'research', 'injecting', 'vaccines', 'for', 'children', 'below', 'url']",kipi jantaka s story is short stop there jantaka s story oh sound research injecting vaccines for children below url
1856,"price range for the distribution of the covid booster vaccine, redputihcom, vaccination, booster vaccine, url","price range for the distribution of the covid booster vaccine, redputihcom, vaccination, booster vaccine, url","['price', 'range', 'for', 'the', 'distribution', 'of', 'the', 'covid', 'booster', 'vaccine', 'redputihcom', 'vaccination', 'booster', 'vaccine', 'url']",price range for the distribution of the covid booster vaccine redputihcom vaccination booster vaccine url
1857,kj false statement hhmmm accusing the pilgrims of x taking the vaccine so that the people are busy taking boosters already strict management of saudi arabia don't let it go after i am not sure if this umrah is money hi xde who has believed,kj false statement hhmmm accusing the pilgrims of x taking the vaccine so that the people are busy taking boosters already strict management of saudi arabia don't let it go after i am not sure if this umrah is money hi xde who has believed,"['kj', 'false', 'statement', 'hhmmm', 'accusing', 'the', 'pilgrims', 'of', 'x', 'taking', 'the', 'vaccine', 'so', 'that', 'the', 'people', 'are', 'busy', 'taking', 'boosters', 'already', 'strict', 'management', 'of', 'saudi', 'arabia', 'don t', 'let', 'it', 'go', 'after', 'i', 'am', 'not', 'sure', 'if', 'this', 'umrah', 'is', 'money', 'hi', 'xde', 'who', 'has', 'believed']",kj false statement hhmmm accusing the pilgrims of x taking the vaccine so that the people are busy taking boosters already strict management of saudi arabia don t let it go after i am not sure if this umrah is money hi xde who has believed
1858,"KKM is going to study the basic nature of the country, the dose is fierce, I must not complete the Vibration Vaccine, Vaccine URL","KKM is going to study the basic nature of the country, the dose is fierce, I must not complete the Vibration Vaccine, Vaccine URL","['kkm', 'is', 'going', 'to', 'study', 'the', 'basic', 'nature', 'of', 'the', 'country', 'the', 'dose', 'is', 'fierce', 'i', 'must', 'not', 'complete', 'the', 'vibration', 'vaccine', 'vaccine', 'url']",kkm is going to study the basic nature of the country the dose is fierce i must not complete the vibration vaccine vaccine url
1859,kkm no further date booster dose received sinovac off mac url minister of health khairy jamaluddin dedah that,kkm no further date booster dose received sinovac off mac url minister of health khairy jamaluddin dedah that,"['kkm', 'no', 'further', 'date', 'booster', 'dose', 'received', 'sinovac', 'off', 'mac', 'url', 'mister', 'of', 'health', 'khairy', 'jamaluddin', 'dedah', 'that']",kkm no further date booster dose received sinovac off mac url mister of health khairy jamaluddin dedah that
1860,"What age is the parent's vaccine for the vaccine, please let me know","What age is the parent's vaccine for the vaccine, please let me know","['what', 'age', 'is', 'the', 'parent s', 'vaccine', 'for', 'the', 'vaccine', 'please', 'let', 'me', 'know']",what age is the parent s vaccine for the vaccine please let me know
1861,when talking about solutions i have no idea too very dr field for industry regulation mostly european american anticipating a spike in case omicorn leveling give vaccines incl booster personal hyangiene disciplined masks,when talking about solutions i have no idea too very dr field for industry regulation mostly european american anticipating a spike in case omicorn leveling give vaccines incl booster personal hyangiene disciplined masks,"['when', 'talking', 'about', 'solutions', 'i', 'have', 'no', 'idea', 'too', 'very', 'dr', 'field', 'for', 'industry', 'regulation', 'mostly', 'european', 'american', 'anticipating', 'a', 'spike', 'in', 'case', 'omicorn', 'leveling', 'give', 'vaccines', 'incl', 'booster', 'personal', 'hyangiene', 'disciplined', 'masks']",when talking about solutions i have no idea too very dr field for industry regulation mostly european american anticipating a spike in case omicorn leveling give vaccines incl booster personal hyangiene disciplined masks
1862,"If you have a booster vaccine, do you give it a chance to prevent any kind of illness","If you have a booster vaccine, do you give it a chance to prevent any kind of illness","['if', 'you', 'have', 'a', 'booster', 'vaccine', 'do', 'you', 'give', 'it', 'a', 'chance', 'to', 'prevent', 'any', 'kind', 'of', 'illness']",if you have a booster vaccine do you give it a chance to prevent any kind of illness
1863,"If there is no antigen letter on the road, then the island is afraid of the airport asking for the results of the PCR, it's been vaccinated, but the booster hasn't been done yet so it's a bit paranoid","If there is no antigen letter on the road, then the island is afraid of the airport asking for the results of the PCR, it's been vaccinated, but the booster hasn't been done yet so it's a bit paranoid","['if', 'there', 'is', 'no', 'antigen', 'letter', 'on', 'the', 'road', 'then', 'the', 'island', 'is', 'afraid', 'of', 'the', 'airport', 'asking', 'for', 'the', 'results', 'of', 'the', 'pcr', 'it s', 'been', 'vaccinated', 'but', 'the', 'booster', 'hasn t', 'been', 'done', 'yet', 'so', 'it s', 'a', 'bit', 'paranoid']",if there is no antigen letter on the road then the island is afraid of the airport asking for the results of the pcr it s been vaccinated but the booster hasn t been done yet so it s a bit paranoid
1864,"If you want to help, it's mandatory for BPJS to have a poor card booster vaccine","If you want to help, it's mandatory for BPJS to have a poor card booster vaccine","['if', 'you', 'want', 'to', 'help', 'it s', 'mandatory', 'for', 'bpjs', 'to', 'have', 'a', 'poor', 'card', 'booster', 'vaccine']",if you want to help it s mandatory for bpjs to have a poor card booster vaccine
1865,"If you go up to Jayabaya, the requirements are that the minimum distance for the antigen-PCR booster will increase, so that the vaccine is free","If you go up to Jayabaya, the requirements are that the minimum distance for the antigen-PCR booster will increase, so that the vaccine is free","['if', 'you', 'go', 'up', 'to', 'jayabaya', 'the', 'requirements', 'are', 'that', 'the', 'minimum', 'distance', 'for', 'the', 'antigen-pcr', 'booster', 'will', 'increase', 'so', 'that', 'the', 'vaccine', 'is', 'free']",if you go up to jayabaya the requirements are that the minimum distance for the antigen-pcr booster will increase so that the vaccine is free
1866,kl south you can slide until bintaro bintaro plaza open Monday-Saturday closed cm Sunday red date ckp bw copy but just sm booster vaccine ticket care to protect bw vaccine certificate take care not to accept the vaccine Sinopharm gotong royong,kl south you can slide until bintaro bintaro plaza open Monday-Saturday closed cm Sunday red date ckp bw copy but just sm booster vaccine ticket care to protect bw vaccine certificate take care not to accept the vaccine Sinopharm gotong royong,"['kl', 'south', 'you', 'can', 'slide', 'until', 'bintaro', 'bintaro', 'plaza', 'open', 'monday-saturday', 'closed', 'cm', 'sunday', 'red', 'date', 'ckp', 'bw', 'copy', 'but', 'just', 'sm', 'booster', 'vaccine', 'ticket', 'care', 'to', 'protect', 'bw', 'vaccine', 'certificate', 'take', 'care', 'not', 'to', 'accept', 'the', 'vaccine', 'sinopharm', 'gotong', 'royong']",kl south you can slide until bintaro bintaro plaza open monday-saturday closed cm sunday red date ckp bw copy but just sm booster vaccine ticket care to protect bw vaccine certificate take care not to accept the vaccine sinopharm gotong royong
1867,"If the vaccine is ordered to guarantee the safety of the citizens, if the negative effect of the vaccine is not the one who is responsible","If the vaccine is ordered to guarantee the safety of the citizens, if the negative effect of the vaccine is not the one who is responsible","['if', 'the', 'vaccine', 'is', 'ordered', 'to', 'guarantee', 'the', 'safety', 'of', 'the', 'citizens', 'if', 'the', 'negative', 'effect', 'of', 'the', 'vaccine', 'is', 'not', 'the', 'one', 'who', 'is', 'responsible']",if the vaccine is ordered to guarantee the safety of the citizens if the negative effect of the vaccine is not the one who is responsible
1868,kle info booster vaccine area denpasar ton sender x sinovac vaccine,kle info booster vaccine area denpasar ton sender x sinovac vaccine,"['kle', 'info', 'booster', 'vaccine', 'area', 'denpasar', 'ton', 'sender', 'x', 'sinovac', 'vaccine']",kle info booster vaccine area denpasar ton sender x sinovac vaccine
1869,"if the booster vaccine is really low, which vaccine is the booster vaccine","if the booster vaccine is really low, which vaccine is the booster vaccine","['if', 'the', 'booster', 'vaccine', 'is', 'really', 'low', 'which', 'vaccine', 'is', 'the', 'booster', 'vaccine']",if the booster vaccine is really low which vaccine is the booster vaccine
1870,"kel kek finished in my fist, thank goodness it didn't contain a fever drama, yes, booster vaccine","kel kek finished in my fist, thank goodness it didn't contain a fever drama, yes, booster vaccine","['kel', 'kek', 'finished', 'in', 'my', 'fist', 'thank', 'goodness', 'it', 'didn t', 'contain', 'a', 'fever', 'drama', 'yes', 'booster', 'vaccine']",kel kek finished in my fist thank goodness it didn t contain a fever drama yes booster vaccine
1871,"When the booster vaccine is mandatory, is it necessary to hear or not?","When the booster vaccine is mandatory, is it necessary to hear or not?","['when', 'the', 'booster', 'vaccine', 'is', 'mandatory', 'is', 'it', 'necessary', 'to', 'hear', 'or', 'not']",when the booster vaccine is mandatory is it necessary to hear or not
1872,kle who has info on the location of the booster vaccine,kle who has info on the location of the booster vaccine,"['kle', 'who', 'has', 'info', 'on', 'the', 'location', 'of', 'the', 'booster', 'vaccine']",kle who has info on the location of the booster vaccine
1873,marga husada clinic dkt pati west of pati kodim open covid vaccination service dose i dose ii dose iii booster vaccine type covovax pfizer moderna date may wib url,marga husada clinic dkt pati west of pati kodim open covid vaccination service dose i dose ii dose iii booster vaccine type covovax pfizer moderna date may wib url,"['marga', 'husada', 'clinic', 'dkt', 'pati', 'west', 'of', 'pati', 'kodim', 'open', 'covid', 'vaccination', 'service', 'dose', 'i', 'dose', 'ii', 'dose', 'iii', 'booster', 'vaccine', 'type', 'covovax', 'pfizer', 'moderna', 'date', 'may', 'wib', 'url']",marga husada clinic dkt pati west of pati kodim open covid vaccination service dose i dose ii dose iii booster vaccine type covovax pfizer moderna date may wib url
1874,if you haven't used a booster swab but swab if you've used a vaccine hahahah,if you haven't used a booster swab but swab if you've used a vaccine hahahah,"['if', 'you', 'haven t', 'used', 'a', 'booster', 'swab', 'but', 'swab', 'if', 'you ve', 'used', 'a', 'vaccine', 'hahahah']",if you haven t used a booster swab but swab if you ve used a vaccine hahahah
1875,"If the doctor I consuled yesterday is looking for safety, choose a vaccine with a low dose of side effects","If the doctor I consuled yesterday is looking for safety, choose a vaccine with a low dose of side effects","['if', 'the', 'doctor', 'i', 'consuled', 'yesterday', 'is', 'looking', 'for', 'safety', 'choose', 'a', 'vaccine', 'with', 'a', 'low', 'dose', 'of', 'side', 'effects']",if the doctor i consuled yesterday is looking for safety choose a vaccine with a low dose of side effects
1876,"If the distance has been booster vaccine, no need for antigen, right?","If the distance has been booster vaccine, no need for antigen, right?","['if', 'the', 'distance', 'has', 'been', 'booster', 'vaccine', 'no', 'need', 'for', 'antigen', 'right']",if the distance has been booster vaccine no need for antigen right
1877,"At the concert, the booster vaccine is already available","At the concert, the booster vaccine is already available","['at', 'the', 'concert', 'the', 'booster', 'vaccine', 'is', 'already', 'available']",at the concert the booster vaccine is already available
